Trl;Block;BlkTrl;Samp;S.Lat;ChKey1;ChKey2;ChKey3;ChKey4;Chlat;ChCorr;HitKey;Result
4;treinoab1;1;A1.jpg;3206;B1.jpg;grey.jpg;B2.jpg;B3.jpg;23558;1;3;0
5;treinoab1;2;A2.jpg;1154;grey.jpg;B1.jpg;B2.jpg;B3.jpg;5185;3;2;0
6;treinoab1;3;A1.jpg;500;B2.jpg;B3.jpg;grey.jpg;B1.jpg;2752;4;2;0
7;treinoab1;4;A3.jpg;743;B3.jpg;B2.jpg;B1.jpg;grey.jpg;1520;1;2;0
8;treinoab1;5;A3.jpg;595;B1.jpg;B2.jpg;B3.jpg;grey.jpg;1712;3;3;1
9;treinoab1;6;A1.jpg;1020;grey.jpg;B1.jpg;B3.jpg;B2.jpg;7208;2;3;0
10;treinoab1;7;A2.jpg;636;B2.jpg;B3.jpg;grey.jpg;B1.jpg;4144;1;4;0
11;treinoab1;8;A3.jpg;607;B2.jpg;B1.jpg;grey.jpg;B3.jpg;1376;4;4;1
12;treinoab1;9;A2.jpg;580;grey.jpg;B2.jpg;B1.jpg;B3.jpg;3160;2;2;1
13;treinoab1;10;A3.jpg;523;B1.jpg;B3.jpg;B2.jpg;grey.jpg;1335;2;2;1
14;treinoab1;11;A1.jpg;510;B2.jpg;grey.jpg;B1.jpg;B3.jpg;2577;3;3;1
15;treinoab1;12;A1.jpg;808;B1.jpg;grey.jpg;B3.jpg;B2.jpg;1175;1;1;1
16;treinoab1;13;A2.jpg;503;grey.jpg;B3.jpg;B2.jpg;B1.jpg;2719;3;3;1
17;treinoab1;14;A3.jpg;543;B3.jpg;grey.jpg;B1.jpg;B2.jpg;1535;1;1;1
18;treinoab1;15;A1.jpg;630;B3.jpg;B2.jpg;grey.jpg;B1.jpg;5128;4;4;1
19;treinoab1;16;A2.jpg;603;grey.jpg;B2.jpg;B1.jpg;B3.jpg;3639;2;2;1
20;treinoab1;17;A2.jpg;2221;B3.jpg;B1.jpg;grey.jpg;B2.jpg;1464;4;4;1
21;treinoab1;18;A3.jpg;513;B1.jpg;B2.jpg;B3.jpg;grey.jpg;7871;3;3;1
22;treinoab2;1;A3.jpg;577;grey.jpg;B1.jpg;B2.jpg;B3.jpg;719;4;4;1
23;treinoab2;2;A2.jpg;493;grey.jpg;B2.jpg;B3.jpg;B1.jpg;2255;2;2;1
24;treinoab2;3;A3.jpg;441;B1.jpg;B3.jpg;B2.jpg;grey.jpg;2559;2;3;0
25;treinoab2;4;A1.jpg;586;B3.jpg;grey.jpg;B1.jpg;B2.jpg;1007;3;3;1
26;treinoab2;5;A3.jpg;459;B1.jpg;B2.jpg;grey.jpg;B3.jpg;1295;4;4;1
27;treinoab2;6;A1.jpg;532;B1.jpg;B3.jpg;B2.jpg;grey.jpg;3272;1;1;1
28;treinoab2;7;A2.jpg;473;grey.jpg;B1.jpg;B2.jpg;B3.jpg;3175;3;3;1
29;treinoab2;8;A1.jpg;383;B3.jpg;B2.jpg;B1.jpg;grey.jpg;759;3;3;1
30;treinoab2;9;A2.jpg;435;B1.jpg;B3.jpg;grey.jpg;B2.jpg;703;4;4;1
31;treinoab2;10;A3.jpg;376;B2.jpg;B3.jpg;grey.jpg;B1.jpg;3047;2;2;1
32;treinoab2;11;A2.jpg;492;B3.jpg;grey.jpg;B1.jpg;B2.jpg;735;4;4;1
33;treinoab2;12;A3.jpg;350;grey.jpg;B1.jpg;B3.jpg;B2.jpg;1551;3;3;1
34;treinoab2;13;A3.jpg;358;B3.jpg;B2.jpg;grey.jpg;B1.jpg;966;1;1;1
35;treinoab2;14;A1.jpg;393;B2.jpg;B1.jpg;B3.jpg;grey.jpg;1599;2;2;1
36;treinoab2;15;A1.jpg;330;B2.jpg;grey.jpg;B3.jpg;B1.jpg;816;4;4;1
37;treinoab2;16;A2.jpg;386;B2.jpg;B3.jpg;grey.jpg;B1.jpg;912;1;1;1
38;treinoab2;17;A1.jpg;292;grey.jpg;B1.jpg;B3.jpg;B2.jpg;1095;2;2;1
39;treinoab2;18;A2.jpg;305;B2.jpg;grey.jpg;B1.jpg;B3.jpg;2888;1;1;1
40;treinoab3;1;A2.jpg;515;B1.jpg;B3.jpg;B2.jpg;grey.jpg;1424;3;3;1
41;treinoab3;2;A1.jpg;634;B1.jpg;grey.jpg;B3.jpg;B2.jpg;1400;1;1;1
42;treinoab3;3;A3.jpg;542;B3.jpg;B2.jpg;grey.jpg;B1.jpg;1352;1;1;1
43;treinoab3;4;A1.jpg;546;B3.jpg;grey.jpg;B2.jpg;B1.jpg;551;4;4;1
44;treinoab3;5;A3.jpg;551;grey.jpg;B1.jpg;B3.jpg;B2.jpg;1648;3;3;1
45;treinoab3;6;A2.jpg;385;B2.jpg;B3.jpg;grey.jpg;B1.jpg;832;1;1;1
46;treinoab3;7;A1.jpg;450;grey.jpg;B1.jpg;B2.jpg;B3.jpg;744;2;2;1
47;treinoab3;8;A1.jpg;385;grey.jpg;B2.jpg;B1.jpg;B3.jpg;728;3;3;1
48;treinoab3;9;A2.jpg;554;B3.jpg;B2.jpg;B1.jpg;grey.jpg;576;2;2;1
49;treinoab3;10;A3.jpg;404;B1.jpg;grey.jpg;B2.jpg;B3.jpg;673;4;4;1
50;treinoab3;11;A3.jpg;343;B2.jpg;B3.jpg;B1.jpg;grey.jpg;1216;2;2;1
51;treinoab3;12;A1.jpg;451;B1.jpg;B2.jpg;B3.jpg;grey.jpg;896;1;1;1
52;treinoab3;13;A2.jpg;466;B3.jpg;B1.jpg;B2.jpg;grey.jpg;1080;3;3;1
53;treinoab3;14;A1.jpg;284;B2.jpg;B3.jpg;grey.jpg;B1.jpg;783;4;4;1
54;treinoab3;15;A3.jpg;361;B3.jpg;B1.jpg;grey.jpg;B2.jpg;1728;1;1;1
55;treinoab3;16;A2.jpg;265;grey.jpg;B2.jpg;B1.jpg;B3.jpg;1600;2;2;1
56;treinoab3;17;A2.jpg;344;B1.jpg;grey.jpg;B3.jpg;B2.jpg;1960;4;4;1
